"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 06:37:25 GMT 2023","Thu Apr 06 06:38:02 GMT 2023","37091","chromium","WebTest.spec.ts","","","","@ViaFlowTesting @Regression Via Flow Testing: Login, User Management & Administration Module",""
