"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Apr 06 08:06:39 GMT 2023","Thu Apr 06 08:07:08 GMT 2023","29079","chromium","WebTest.spec.ts","","","","@ViaFlowTesting @Regression Via Flow Testing: Login, User Management & Administration Module",""
