"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 06 05:03:38 GMT 2023","Tue Jun 06 05:10:32 GMT 2023","413298","chromium","NewWebUIFlowTesting.spec.ts","","","","@UpdatedViaFlow VIA Flow Testing from Login till Logout",""
